site,distance,n_tussocks,area
ISM_Herschel_Island,4,19,4
ISM_Herschel_Island,6,18.5,4
ISM_Herschel_Island,8,21,4
ISM_Herschel_Island,10,27,4
ISM_Herschel_Island,12,16,4
ISM_Herschel_Island,14,26.5,4
ISM_Herschel_Island,16,25.5,4
ISM_Herschel_Island,18,18,4
ISM_Herschel_Island,20,5,4
ISM_Herschel_Island,22,8,4
ISM_Herschel_Island,24,11.5,4
ISM_Herschel_Island,26,20,4
ISM_Herschel_Island,28,19,4
ISM_Herschel_Island,30,22.5,4
ISM_Herschel_Island,32,17,4
ISM_Herschel_Island,34,16.5,4
ISM_Herschel_Island,36,19,4
ISM_Herschel_Island,38,20.5,4
ISM_Herschel_Island,40,19,4
ISM_Herschel_Island,42,23,4
ISM_Herschel_Island,44,19.5,4
ISM_Herschel_Island,46,26,4
ISM_Herschel_Island,48,23.5,4
ISM_Herschel_Island,50,27,4
ISM_Herschel_Island,52,17,4
ISM_Herschel_Island,54,23.5,4
ISM_Herschel_Island,56,19,4
ISM_Herschel_Island,58,24,4
ISM_Herschel_Island,60,17,4
ISM_Herschel_Island,62,23,4
ISM_Herschel_Island,64,23.5,4
ISM_Herschel_Island,66,22.5,4
ISM_Herschel_Island,68,17.5,4
ISM_Herschel_Island,70,22,4
ISM_Herschel_Island,72,18,4
ISM_Herschel_Island,74,17.5,4
ISM_Herschel_Island,76,18,4
ISM_Herschel_Island,78,19.5,4
ISM_Herschel_Island,80,16,4
ISM_Herschel_Island,82,19,4
ISM_Herschel_Island,84,14,4
ISM_Herschel_Island,86,21.5,4
ISM_Herschel_Island,88,14,4
ISM_Herschel_Island,90,18,4
ISM_Herschel_Island,92,16.5,4
ISM_Herschel_Island,94,17,4
ISM_Herschel_Island,96,18,4
ISM_Herschel_Island,98,17.5,4
ISM_Herschel_Island,100,18.5,4
ISM_Herschel_Island,102,15,4
ISM_Herschel_Island,104,15,4
ISM_Herschel_Island,106,17,4
ISM_Herschel_Island,108,17,4
ISM_Herschel_Island,110,16.5,4
ISM_Herschel_Island,112,17,4
ISM_Herschel_Island,114,17.5,4
ISM_Herschel_Island,116,18.5,4
ISM_Herschel_Island,118,15,4
ISM_Herschel_Island,120,17,4
ISM_Herschel_Island,122,18.5,4
ISM_Herschel_Island,124,18,4
ISM_Herschel_Island,126,17,4
ISM_Herschel_Island,128,21,4
ISM_Herschel_Island,130,17,4
ISM_Herschel_Island,132,15.5,4
ISM_Herschel_Island,134,18,4
ISM_Herschel_Island,136,15.5,4
ISM_Herschel_Island,138,15.5,4
ISM_Herschel_Island,140,23,4
ISM_Herschel_Island,142,17.5,4
ISM_Herschel_Island,144,17.5,4
ISM_Herschel_Island,146,16.5,4
ISM_Herschel_Island,148,14,4
ISM_Herschel_Island,150,16,4
ISM_Herschel_Island,152,19,4
ISM_Herschel_Island,154,17.5,4
ISM_Herschel_Island,156,12.5,4
ISM_Herschel_Island,158,16,4
ISM_Herschel_Island,160,15.5,4
ISM_Herschel_Island,162,14,4
ISM_Herschel_Island,164,14.5,4
ISM_Herschel_Island,166,15.5,4
ISM_Herschel_Island,168,14,4
ISM_Herschel_Island,170,13.5,4
ISM_Herschel_Island,172,15.5,4
ISM_Herschel_Island,174,16.5,4
ISM_Herschel_Island,176,12.5,4
ISM_Herschel_Island,178,13.5,4
ISM_Herschel_Island,180,5.5,4
ISM_Herschel_Island,182,11.5,4
ISM_Herschel_Island,184,13,4
ISM_Herschel_Island,186,14,4
ISM_Herschel_Island,188,12.5,4
ISM_Herschel_Island,190,11.5,4
ISM_Herschel_Island,192,14,4
ISM_Herschel_Island,194,13,4
ISM_Herschel_Island,196,10.5,4
ISM_Herschel_Island,198,12,4
ML_Ambarchik,0,7,4
ML_Ambarchik,2,5,4
ML_Ambarchik,4,0,4
ML_Ambarchik,6,1,4
ML_Ambarchik,8,0,4
ML_Ambarchik,10,1,4
ML_Ambarchik,12,4,4
ML_Ambarchik,14,6,4
ML_Ambarchik,16,9,4
ML_Ambarchik,18,5,4
ML_Ambarchik,20,14,4
ML_Ambarchik,22,13,4
ML_Ambarchik,24,12,4
ML_Ambarchik,26,12,4
ML_Ambarchik,28,9,4
ML_Ambarchik,30,9,4
ML_Ambarchik,32,11,4
ML_Ambarchik,34,7,4
ML_Ambarchik,36,6,4
ML_Ambarchik,38,12,4
ML_Ambarchik,40,8,4
ML_Ambarchik,42,9,4
ML_Ambarchik,44,8,4
ML_Ambarchik,46,11,4
ML_Ambarchik,48,8,4
ML_Ambarchik,50,3,4
ML_Ambarchik,52,2,4
ML_Ambarchik,54,1,4
ML_Ambarchik,56,1,4
ML_Ambarchik,58,2,4
ML_Ambarchik,60,8,4
ML_Ambarchik,62,12,4
ML_Ambarchik,64,12,4
ML_Ambarchik,66,11,4
ML_Ambarchik,68,14,4
ML_Ambarchik,70,14,4
ML_Ambarchik,72,13,4
ML_Ambarchik,74,10,4
ML_Ambarchik,76,10,4
ML_Ambarchik,78,10,4
ML_Ambarchik,80,6,4
ML_Ambarchik,82,8,4
ML_Ambarchik,84,7,4
ML_Ambarchik,86,6,4
ML_Ambarchik,88,8,4
ML_Ambarchik,90,10,4
ML_Ambarchik,92,7,4
ML_Ambarchik,94,8,4
ML_Ambarchik,96,10,4
ML_Ambarchik,98,8,4
ML_Ambarchik,100,4,4
ML_Ambarchik,102,9,4
ML_Ambarchik,104,14,4
ML_Ambarchik,106,14,4
ML_Ambarchik,108,8,4
ML_Ambarchik,110,11,4
ML_Ambarchik,112,15,4
ML_Ambarchik,114,16,4
ML_Ambarchik,116,13,4
ML_Ambarchik,118,11,4
ML_Ambarchik,120,10,4
ML_Ambarchik,122,10,4
ML_Ambarchik,124,18,4
ML_Ambarchik,126,17,4
ML_Ambarchik,128,13,4
ML_Ambarchik,130,12,4
ML_Ambarchik,132,15,4
ML_Ambarchik,134,10,4
ML_Ambarchik,136,13,4
ML_Ambarchik,138,4,4
ML_Ambarchik,140,8,4
ML_Ambarchik,142,0,4
ML_Ambarchik,144,8,4
ML_Ambarchik,146,7,4
ML_Ambarchik,148,5,4
ML_Ambarchik,150,2,4
ML_Ambarchik,152,11,4
ML_Ambarchik,154,12,4
ML_Ambarchik,156,6,4
ML_Ambarchik,158,0,4
ML_Ambarchik,160,0,4
ML_Ambarchik,162,0,4
ML_Ambarchik,164,5,4
ML_Ambarchik,166,13,4
ML_Ambarchik,168,13,4
ML_Ambarchik,170,12,4
ML_Ambarchik,172,15,4
ML_Ambarchik,174,20,4
ML_Ambarchik,176,21,4
ML_Ambarchik,178,14,4
ML_Ambarchik,180,10,4
ML_Ambarchik,182,12,4
ML_Ambarchik,184,5,4
ML_Ambarchik,186,14,4
ML_Ambarchik,188,10,4
ML_Ambarchik,190,5,4
ML_Ambarchik,192,7,4
ML_Ambarchik,194,4,4
ML_Ambarchik,196,12,4
ML_Ambarchik,198,9,4
ML_Krutaya_Drisva,0,4,4
ML_Krutaya_Drisva,2,4,4
ML_Krutaya_Drisva,4,9,4
ML_Krutaya_Drisva,6,4,4
ML_Krutaya_Drisva,8,2,4
ML_Krutaya_Drisva,10,2,4
ML_Krutaya_Drisva,12,1,4
ML_Krutaya_Drisva,14,2,4
ML_Krutaya_Drisva,16,8,4
ML_Krutaya_Drisva,18,8,4
ML_Krutaya_Drisva,20,5,4
ML_Krutaya_Drisva,22,6,4
ML_Krutaya_Drisva,24,6,4
ML_Krutaya_Drisva,26,5,4
ML_Krutaya_Drisva,28,2,4
ML_Krutaya_Drisva,30,6,4
ML_Krutaya_Drisva,32,6,4
ML_Krutaya_Drisva,34,5,4
ML_Krutaya_Drisva,36,6,4
ML_Krutaya_Drisva,38,3,4
ML_Krutaya_Drisva,40,2,4
ML_Krutaya_Drisva,42,0,4
ML_Krutaya_Drisva,44,5,4
ML_Krutaya_Drisva,46,1,4
ML_Krutaya_Drisva,48,4,4
ML_Krutaya_Drisva,50,9,4
ML_Krutaya_Drisva,52,1,4
ML_Krutaya_Drisva,54,3,4
ML_Krutaya_Drisva,56,5,4
ML_Krutaya_Drisva,58,5,4
ML_Krutaya_Drisva,60,10,4
ML_Krutaya_Drisva,62,5,4
ML_Krutaya_Drisva,64,4,4
ML_Krutaya_Drisva,66,7,4
ML_Krutaya_Drisva,68,6,4
ML_Krutaya_Drisva,70,6,4
ML_Krutaya_Drisva,72,10,4
ML_Krutaya_Drisva,74,7,4
ML_Krutaya_Drisva,76,8,4
ML_Krutaya_Drisva,78,5,4
ML_Krutaya_Drisva,80,3,4
ML_Krutaya_Drisva,82,2,4
ML_Krutaya_Drisva,84,3,4
ML_Krutaya_Drisva,86,0,4
ML_Krutaya_Drisva,88,2,4
ML_Krutaya_Drisva,90,3,4
ML_Krutaya_Drisva,92,4,4
ML_Krutaya_Drisva,94,3,4
ML_Krutaya_Drisva,96,2,4
ML_Krutaya_Drisva,98,0,4
ML_Krutaya_Drisva,100,2,4
ML_Krutaya_Drisva,102,1,4
ML_Krutaya_Drisva,104,4,4
ML_Krutaya_Drisva,106,1,4
ML_Krutaya_Drisva,108,6,4
ML_Krutaya_Drisva,110,2,4
ML_Krutaya_Drisva,112,2,4
ML_Krutaya_Drisva,114,8,4
ML_Krutaya_Drisva,116,4,4
ML_Krutaya_Drisva,118,3,4
ML_Krutaya_Drisva,120,7,4
ML_Krutaya_Drisva,122,6,4
ML_Krutaya_Drisva,124,1,4
ML_Krutaya_Drisva,126,4,4
ML_Krutaya_Drisva,128,2,4
ML_Krutaya_Drisva,130,0,4
ML_Krutaya_Drisva,132,0,4
ML_Krutaya_Drisva,134,2,4
ML_Krutaya_Drisva,136,2,4
ML_Krutaya_Drisva,138,0,4
ML_Krutaya_Drisva,140,1,4
ML_Krutaya_Drisva,142,1,4
ML_Krutaya_Drisva,144,1,4
ML_Krutaya_Drisva,146,1,4
ML_Krutaya_Drisva,148,1,4
ML_Krutaya_Drisva,150,1,4
ML_Krutaya_Drisva,152,3,4
ML_Krutaya_Drisva,154,1,4
ML_Krutaya_Drisva,156,3,4
ML_Krutaya_Drisva,158,2,4
ML_Krutaya_Drisva,160,3,4
ML_Krutaya_Drisva,162,7,4
ML_Krutaya_Drisva,164,1,4
ML_Krutaya_Drisva,166,0,4
ML_Krutaya_Drisva,168,3,4
ML_Krutaya_Drisva,170,4,4
ML_Krutaya_Drisva,172,9,4
ML_Krutaya_Drisva,174,12,4
ML_Krutaya_Drisva,176,11,4
ML_Krutaya_Drisva,178,8,4
ML_Krutaya_Drisva,180,9,4
ML_Krutaya_Drisva,182,9,4
ML_Krutaya_Drisva,184,13,4
ML_Krutaya_Drisva,186,10,4
ML_Krutaya_Drisva,188,9,4
ML_Krutaya_Drisva,190,7,4
ML_Krutaya_Drisva,192,9,4
ML_Krutaya_Drisva,194,8,4
ML_Krutaya_Drisva,196,6,4
ML_Krutaya_Drisva,198,0,4
Barrow,0,0,4
Barrow,2,0,4
Barrow,4,0,4
Barrow,6,0,4
Barrow,8,0,4
Barrow,10,0,4
Barrow,12,0,4
Barrow,14,0,4
Barrow,16,0,4
Barrow,18,0,4
Barrow,20,0,4
Barrow,22,0,4
Barrow,24,0,4
Barrow,26,0,4
Barrow,28,12,4
Barrow,30,0,4
Barrow,32,0,4
Barrow,34,0,4
Barrow,36,0,4
Barrow,38,0,4
Barrow,40,2,4
Barrow,42,2,4
Barrow,44,8,4
Barrow,46,0,4
Barrow,48,4,4
Barrow,50,0,4
Barrow,52,0,4
Barrow,54,0,4
Barrow,56,0,4
Barrow,58,3,4
Barrow,60,0,4
Barrow,62,0,4
Barrow,64,3,4
Barrow,66,12,4
Barrow,68,5,4
Barrow,70,0,4
Barrow,72,0,4
Barrow,74,0,4
Barrow,76,0,4
Barrow,78,0,4
Barrow,80,0,4
Barrow,82,0,4
Barrow,84,0,4
Barrow,86,0,4
Barrow,88,0,4
Barrow,90,0,4
Barrow,92,3,4
Barrow,94,0,4
Barrow,96,0,4
Barrow,98,0,4
Barrow,100,0,4
Barrow,102,0,4
Barrow,104,0,4
Barrow,106,1,4
Barrow,108,0,4
Barrow,110,0,4
Barrow,112,1,4
Barrow,114,14,4
Barrow,116,1,4
Barrow,118,0,4
Barrow,120,0,4
Barrow,122,0,4
Barrow,124,2,4
Barrow,126,0,4
Barrow,128,0,4
Barrow,130,0,4
Barrow,132,0,4
Barrow,134,0,4
Barrow,136,3,4
Barrow,138,0,4
Barrow,140,0,4
Barrow,142,0,4
Barrow,144,0,4
Barrow,146,0,4
Barrow,148,0,4
Barrow,150,0,4
Barrow,152,0,4
Barrow,154,0,4
Barrow,156,5,4
Barrow,158,0,4
Barrow,160,0,4
Barrow,162,0,4
Barrow,164,0,4
Barrow,166,0,4
Barrow,168,0,4
Barrow,170,0,4
Barrow,172,0,4
Barrow,174,0,4
Barrow,176,0,4
Barrow,178,0,4
Barrow,180,0,4
Barrow,182,0,4
Barrow,184,0,4
Barrow,186,1,4
Barrow,188,0,4
Barrow,190,0,4
Barrow,192,0,4
Barrow,194,0,4
Barrow,196,4,4
Barrow,198,0,4
PL_DL_1,0,3,4
PL_DL_1,2,5,4
PL_DL_1,4,5,4
PL_DL_1,6,0,4
PL_DL_1,8,4,4
PL_DL_1,10,2,4
PL_DL_1,12,2,4
PL_DL_1,14,1,4
PL_DL_1,16,2,4
PL_DL_1,18,5,4
PL_DL_1,20,4,4
PL_DL_1,22,4,4
PL_DL_1,24,4,4
PL_DL_1,26,2,4
PL_DL_1,28,3,4
PL_DL_1,30,3,4
PL_DL_1,32,1,4
PL_DL_1,34,7,4
PL_DL_1,36,2,4
PL_DL_1,38,3,4
PL_DL_1,40,0,4
PL_DL_1,42,3,4
PL_DL_1,44,1,4
PL_DL_1,46,5,4
PL_DL_1,48,1,4
PL_DL_1,50,5,4
PL_DL_1,52,9,4
PL_DL_1,54,3,4
PL_DL_1,56,8,4
PL_DL_1,58,6,4
PL_DL_1,60,4,4
PL_DL_1,62,8,4
PL_DL_1,64,11,4
PL_DL_1,66,7,4
PL_DL_1,68,6,4
PL_DL_1,70,4,4
PL_DL_1,72,3,4
PL_DL_1,74,13,4
PL_DL_1,76,4,4
PL_DL_1,78,0,4
PL_DL_1,80,2,4
PL_DL_1,82,12,4
PL_DL_1,84,7,4
PL_DL_1,86,4,4
PL_DL_1,88,3,4
PL_DL_1,90,6,4
PL_DL_1,92,5,4
PL_DL_1,94,7,4
PL_DL_1,96,6,4
PL_DL_1,98,6,4
PL_DL_1,100,5,4
PL_DL_1,102,4,4
PL_DL_1,104,4,4
PL_DL_1,106,5,4
PL_DL_1,108,4,4
PL_DL_1,110,5,4
PL_DL_1,112,2,4
PL_DL_1,114,5,4
PL_DL_1,116,3,4
PL_DL_1,118,3,4
PL_DL_1,120,3,4
PL_DL_1,122,0,4
PL_DL_1,124,2,4
PL_DL_1,126,2,4
PL_DL_1,128,1,4
PL_DL_1,130,1,4
PL_DL_1,132,0,4
PL_DL_1,134,3,4
PL_DL_1,136,10,4
PL_DL_1,138,4,4
PL_DL_1,140,6,4
PL_DL_1,142,3,4
PL_DL_1,144,4,4
PL_DL_1,146,8,4
PL_DL_1,148,8,4
PL_DL_1,150,2,4
PL_DL_1,152,2,4
PL_DL_1,154,1,4
PL_DL_1,156,0,4
PL_DL_1,158,0,4
PL_DL_1,160,0,4
PL_DL_1,162,0,4
PL_DL_1,164,1,4
PL_DL_1,166,0,4
PL_DL_1,168,0,4
PL_DL_1,170,0,4
PL_DL_1,172,3,4
PL_DL_1,174,0,4
PL_DL_1,176,3,4
PL_DL_1,178,3,4
PL_DL_1,180,6,4
PL_DL_1,182,7,4
PL_DL_1,184,1,4
PL_DL_1,186,2,4
PL_DL_1,188,0,4
PL_DL_1,190,0,4
PL_DL_1,192,0,4
PL_DL_1,194,0,4
PL_DL_1,196,0,4
PL_DL_1,198,0,4
PL_DL_1,200,0,4
PL_DL_2,0,2,4
PL_DL_2,2,0,4
PL_DL_2,4,1,4
PL_DL_2,6,1,4
PL_DL_2,8,0,4
PL_DL_2,10,2,4
PL_DL_2,12,1,4
PL_DL_2,14,3,4
PL_DL_2,16,9,4
PL_DL_2,18,6,4
PL_DL_2,20,5,4
PL_DL_2,22,2,4
PL_DL_2,24,2,4
PL_DL_2,26,9,4
PL_DL_2,28,5,4
PL_DL_2,30,2,4
PL_DL_2,32,3,4
PL_DL_2,34,3,4
PL_DL_2,36,9,4
PL_DL_2,38,7,4
PL_DL_2,40,5,4
PL_DL_2,42,7,4
PL_DL_2,44,9,4
PL_DL_2,46,1,4
PL_DL_2,48,0,4
PL_DL_2,50,0,4
PL_DL_2,52,0,4
PL_DL_2,54,1,4
PL_DL_2,56,1,4
PL_DL_2,58,2,4
PL_DL_2,60,1,4
PL_DL_2,62,2,4
PL_DL_2,64,7,4
PL_DL_2,66,4,4
PL_DL_2,68,8,4
PL_DL_2,70,7,4
PL_DL_2,72,3,4
PL_DL_2,74,6,4
PL_DL_2,76,2,4
PL_DL_2,78,2,4
PL_DL_2,80,0,4
PL_DL_2,82,0,4
PL_DL_2,84,1,4
PL_DL_2,86,1,4
PL_DL_2,88,0,4
PL_DL_2,90,0,4
PL_DL_2,92,6,4
PL_DL_2,94,0,4
PL_DL_2,96,2,4
PL_DL_2,98,1,4
PL_DL_2,100,1,4
PL_DL_2,102,4,4
PL_DL_2,104,3,4
PL_DL_2,106,2,4
PL_DL_2,108,1,4
PL_DL_2,110,2,4
PL_DL_2,112,0,4
PL_DL_2,114,1,4
PL_DL_2,116,1,4
PL_DL_2,118,0,4
PL_DL_2,120,0,4
PL_DL_2,122,0,4
PL_DL_2,124,0,4
PL_DL_2,126,0,4
PL_DL_2,128,3,4
PL_DL_2,130,2,4
PL_DL_2,132,0,4
PL_DL_2,134,2,4
PL_DL_2,136,1,4
PL_DL_2,138,0,4
PL_DL_2,140,0,4
PL_DL_2,142,1,4
PL_DL_2,144,0,4
PL_DL_2,146,0,4
PL_DL_2,148,0,4
PL_DL_2,150,1,4
PL_DL_2,152,1,4
PL_DL_2,154,2,4
PL_DL_2,156,0,4
PL_DL_2,158,0,4
PL_DL_2,160,0,4
PL_DL_2,162,0,4
PL_DL_2,164,0,4
PL_DL_2,166,0,4
PL_DL_2,168,2,4
PL_DL_2,170,2,4
PL_DL_2,172,1,4
PL_DL_2,174,1,4
PL_DL_2,176,3,4
PL_DL_3,0,0,4
PL_DL_3,2,0,4
PL_DL_3,4,2,4
PL_DL_3,6,0,4
PL_DL_3,8,2,4
PL_DL_3,10,0,4
PL_DL_3,12,1,4
PL_DL_3,14,0,4
PL_DL_3,16,1,4
PL_DL_3,18,1,4
PL_DL_3,20,1,4
PL_DL_3,22,3,4
PL_DL_3,24,5,4
PL_DL_3,26,2,4
PL_DL_3,28,2,4
PL_DL_3,30,1,4
PL_DL_3,32,0,4
PL_DL_3,34,0,4
PL_DL_3,36,0,4
PL_DL_3,38,0,4
PL_DL_3,40,0,4
PL_DL_3,42,1,4
PL_DL_3,44,0,4
PL_DL_3,46,0,4
PL_DL_3,48,0,4
PL_DL_3,50,1,4
PL_DL_3,52,2,4
PL_DL_3,54,5,4
PL_DL_3,56,3,4
PL_DL_3,58,1,4
PL_DL_3,60,3,4
PL_DL_3,62,4,4
PL_DL_3,64,5,4
PL_DL_3,66,6,4
PL_DL_3,68,7,4
PL_DL_3,70,2,4
PL_DL_3,72,5,4
PL_DL_3,74,3,4
PL_DL_3,76,3,4
PL_DL_3,78,2,4
PL_DL_3,80,1,4
PL_DL_3,82,1,4
PL_DL_3,84,0,4
PL_DL_3,86,1,4
PL_DL_3,88,0,4
PL_DL_3,90,0,4
PL_DL_3,92,0,4
PL_DL_3,94,1,4
PL_DL_3,96,1,4
PL_DL_3,98,1,4
PL_DL_3,100,2,4
PL_DL_3,102,1,4
PL_DL_3,104,0,4
PL_DL_3,106,0,4
PL_DL_3,108,0,4
PL_DL_3,110,0,4
PL_DL_3,112,1,4
PL_DL_3,114,1,4
PL_DL_3,116,5,4
PL_DL_3,118,1,4
PL_DL_3,120,3,4
PL_DL_3,122,5,4
PL_DL_3,124,2,4
PL_DL_3,126,3,4
PL_DL_3,128,4,4
PL_DL_3,130,3,4
PL_DL_3,132,0,4
PL_DL_3,134,2,4
PL_DL_3,136,3,4
PL_DL_3,138,0,4
PL_DL_3,140,3,4
PL_DL_3,142,3,4
PL_DL_3,144,5,4
PL_DL_3,146,2,4
PL_DL_3,148,4,4
PL_DL_3,150,5,4
PL_DL_3,152,1,4
PL_DL_3,154,2,4
PL_DL_3,156,0,4
PL_DL_3,158,3,4
PL_DL_3,160,3,4
PL_DL_3,162,5,4
PL_DL_3,164,2,4
PL_DL_3,166,2,4
PL_DL_3,168,2,4
PL_DL_3,170,6,4
PL_DL_3,172,4,4
PL_DL_3,174,7,4
PL_DL_3,176,3,4
PL_DL_3,178,5,4
PL_DL_3,180,6,4
PL_DL_3,182,5,4
PL_DL_3,184,7,4
PL_DL_3,186,6,4
PL_DL_3,188,9,4
PL_DL_3,190,8,4
PL_DL_3,192,6,4
PL_DL_3,194,6,4
PL_DL_3,196,6,4
PL_DL_3,198,7,4
PL_DL_3,200,0,4
PL_DL_4,0,9,4
PL_DL_4,2,8,4
PL_DL_4,4,12,4
PL_DL_4,6,8,4
PL_DL_4,8,7,4
PL_DL_4,10,9,4
PL_DL_4,12,4,4
PL_DL_4,14,13,4
PL_DL_4,16,7,4
PL_DL_4,18,10,4
PL_DL_4,20,11,4
PL_DL_4,22,7,4
PL_DL_4,24,6,4
PL_DL_4,26,6,4
PL_DL_4,28,9,4
PL_DL_4,30,4,4
PL_DL_4,32,13,4
PL_DL_4,34,9,4
PL_DL_4,36,8,4
PL_DL_4,38,8,4
PL_DL_4,40,12,4
PL_DL_4,42,4,4
PL_DL_4,44,1,4
PL_DL_4,46,5,4
PL_DL_4,48,7,4
PL_DL_4,50,2,4
PL_DL_4,52,6,4
PL_DL_4,54,4,4
PL_DL_4,56,6,4
PL_DL_4,58,6,4
PL_DL_4,60,6,4
PL_DL_4,62,9,4
PL_DL_4,64,8,4
PL_DL_4,66,0,4
PL_DL_4,68,5,4
PL_DL_4,70,11,4
PL_DL_4,72,7,4
PL_DL_4,74,7,4
PL_DL_4,76,8,4
PL_DL_4,78,3,4
PL_DL_4,80,7,4
PL_DL_4,82,13,4
PL_DL_4,84,10,4
PL_DL_4,86,4,4
PL_DL_4,88,2,4
PL_DL_4,90,2,4
PL_DL_4,92,3,4
PL_DL_4,94,1,4
PL_DL_4,96,9,4
PL_DL_4,98,8,4
PL_DL_4,100,6,4
PL_DL_4,102,5,4
PL_DL_4,104,2,4
PL_DL_4,106,3,4
PL_DL_4,108,8,4
PL_DL_4,110,4,4
PL_DL_4,112,4,4
PL_DL_4,114,5,4
PL_DL_4,116,6,4
PL_DL_4,118,7,4
PL_DL_4,120,5,4
PL_DL_4,122,6,4
PL_DL_4,124,2,4
PL_DL_4,126,5,4
PL_DL_4,128,3,4
PL_DL_4,130,4,4
PL_DL_4,132,11,4
PL_DL_4,134,1,4
PL_DL_4,136,1,4
PL_DL_4,138,1,4
PL_DL_4,140,3,4
PL_DL_4,142,4,4
PL_DL_4,144,2,4
PL_DL_4,146,0,4
PL_DL_4,148,0,4
PL_DL_4,150,0,4
PL_DL_4,152,4,4
PL_DL_4,154,3,4
PL_DL_4,156,3,4
PL_DL_4,158,9,4
PL_DL_4,160,5,4
PL_DL_4,162,4,4
PL_DL_4,164,4,4
PL_DL_4,166,5,4
PL_DL_4,168,2,4
PL_DL_4,170,0,4
PL_DL_4,172,4,4
PL_DL_4,174,2,4
PL_DL_4,176,1,4
PL_DL_4,178,2,4
PL_DL_4,180,2,4
PL_DL_4,182,2,4
PL_DL_4,184,3,4
PL_DL_4,186,2,4
PL_DL_4,188,3,4
PL_DL_4,190,2,4
PL_DL_4,192,1,4
PL_DL_4,194,1,4
PL_DL_4,196,1,4
PL_DL_4,198,2,4
PL_DL_4,200,5,4
chorakdah,2,3,4
chorakdah,8,2,4
chorakdah,16,0,4
chorakdah,22,0,4
chorakdah,24,1,4
chorakdah,26,1,4
chorakdah,28,3,4
chorakdah,30,5,4
chorakdah,38,1,4
chorakdah,40,2,4
chorakdah,44,1,4
chorakdah,46,0,4
chorakdah,56,4,4
chorakdah,58,3,4
chorakdah,64,5,4
chorakdah,68,6,4
chorakdah,70,11,4
chorakdah,72,5,4
chorakdah,78,1,4
chorakdah,80,3,4
chorakdah,82,6,4
chorakdah,84,4,4
chorakdah,86,4,4
chorakdah,90,9,4
chorakdah,92,2,4
chorakdah,96,1,4
chorakdah,98,1,4
chorakdah,100,2,4
chorakdah,106,1,4
chorakdah,110,0,4
chorakdah,114,0,4
chorakdah,120,2,4
chorakdah,130,4,4
chorakdah,132,7,4
chorakdah,134,9,4
chorakdah,142,0,4
chorakdah,144,0,4
chorakdah,146,0,4
chorakdah,154,0,4
chorakdah,168,6,4
chorakdah,170,4,4
chorakdah,172,0,4
chorakdah,174,6,4
chorakdah,176,2,4
chorakdah,180,2,4
chorakdah,182,6,4
chorakdah,188,0,4
chorakdah,194,3,4
chorakdah,198,6,4
chorakdah,200,8,4
cabin,2,0,4
cabin,4,0,4
cabin,8,0,4
cabin,10,0,4
cabin,14,0,4
cabin,16,2,4
cabin,22,4,4
cabin,26,0,4
cabin,28,0,4
cabin,32,0,4
cabin,36,0,4
cabin,42,0,4
cabin,46,0,4
cabin,50,0,4
cabin,54,0,4
cabin,62,1,4
cabin,68,0,4
cabin,70,3,4
cabin,72,4,4
cabin,74,0,4
cabin,76,1,4
cabin,78,1,4
cabin,80,3,4
cabin,82,4,4
cabin,86,3,4
cabin,92,3,4
cabin,98,4,4
cabin,100,5,4
cabin,108,0,4
cabin,120,1,4
cabin,122,4,4
cabin,124,3,4
cabin,128,1,4
cabin,130,2,4
cabin,144,0,4
cabin,148,0,4
cabin,152,0,4
cabin,156,0,4
cabin,158,3,4
cabin,160,1,4
cabin,164,1,4
cabin,166,3,4
cabin,168,0,4
cabin,172,1,4
cabin,178,3,4
cabin,184,1,4
cabin,188,2,4
cabin,194,1,4
cabin,198,4,4
cabin,200,0,4
boat with hole,4,0,4
boat with hole,6,0,4
boat with hole,8,1,4
boat with hole,10,0,4
boat with hole,16,0,4
boat with hole,20,0,4
boat with hole,24,1,4
boat with hole,26,0,4
boat with hole,28,0,4
boat with hole,34,0,4
boat with hole,36,0,4
boat with hole,42,0,4
boat with hole,44,1,4
boat with hole,46,0,4
boat with hole,48,0,4
boat with hole,54,0,4
boat with hole,56,0,4
boat with hole,58,0,4
boat with hole,68,0,4
boat with hole,70,0,4
boat with hole,72,0,4
boat with hole,74,0,4
boat with hole,76,0,4
boat with hole,82,0,4
boat with hole,86,0,4
boat with hole,88,0,4
boat with hole,96,0,4
boat with hole,98,1,4
boat with hole,102,0,4
boat with hole,112,0,4
boat with hole,114,0,4
boat with hole,116,0,4
boat with hole,122,1,4
boat with hole,134,0,4
boat with hole,138,1,4
boat with hole,140,0,4
boat with hole,142,0,4
boat with hole,150,0,4
boat with hole,152,0,4
boat with hole,154,0,4
boat with hole,158,1,4
boat with hole,160,1,4
boat with hole,168,0,4
boat with hole,170,0,4
boat with hole,176,0,4
boat with hole,184,0,4
boat with hole,186,0,4
boat with hole,188,0,4
boat with hole,194,1,4
boat with hole,196,4,4
tree_line_site,2,2,4
tree_line_site,6,1,4
tree_line_site,8,0,4
tree_line_site,10,0,4
tree_line_site,12,0,4
tree_line_site,14,1,4
tree_line_site,18,0,4
tree_line_site,26,0,4
tree_line_site,28,2,4
tree_line_site,30,0,4
tree_line_site,34,0,4
tree_line_site,42,1,4
tree_line_site,44,0,4
tree_line_site,52,0,4
tree_line_site,60,0,4
tree_line_site,66,0,4
tree_line_site,68,0,4
tree_line_site,76,0,4
