MATLAB ID,Garden,Source,Cluster,Tussock,OTC (Y/N),TAG#,2016 NumOld,2016 NumNew,2016 LL1 (mm),2016 LL1 (cm),2016 LL2 (mm),2016 LL2 (cm),2016 Total Leaf Count,2016 LL1+LL2,2016 Index,2016 Leaf Area,2016 Stage Class,2016 Comment,Garden,Pop,Clstr,Tussock,OTC (Y/N),TAG#,2017 NumOld,2017 NumNew,2017 LL1 (mm),2017 LL1 (cm),2017 LL2 (mm),2017 LL2 (cm),2017 Total Leaf Count,2017 LL1+LL2,2017 Index,2017 Leaf Area,2017 Stage Class,2017 Comment,2017 Flower (y/n),2017 Type (1-3) 1=dead,2017 # S0 (current yr new),2017 # S1 (last yr new)?
1519,TL,SAG,15,C,Y,1019,0,3,121,12.1,82,8.2,3,20.3,60.9,296.3627674,3,,TL,SAG,15,C,Y,1019,1,3,149,14.9,160,16,4,30.9,123.6,566.7476923,5,,n,3,1,0
1520,TL,SAG,15,C,Y,1021,1,2,129,12.9,71,7.1,3,20,60,292.160831,3,,TL,SAG,15,C,Y,1021,2,2,88,8.8,119,11.9,4,20.7,82.8,395.8113465,4,,n,3,2,0
1521,TL,SAG,15,C,Y,1025,0,1,100,10,,0,1,10,10,44.455961,2,,TL,SAG,15,C,Y,1025,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1522,TL,SAG,15,C,Y,1038,0,2,121,12.1,36,3.6,2,15.7,31.4,153.9039459,2,,TL,SAG,15,C,Y,1038,1,2,80,8,113,11.3,3,19.3,57.9,282.3210032,3,,n,2,0,0
1523,TL,SAG,15,C,Y,1039,1,2,134,13.4,56,5.6,3,19,57,278.0888015,3,,TL,SAG,15,C,Y,1039,1,2,70,7,131,13.1,3,20.1,60.3,293.5624853,3,,n,2,0,0
1524,TL,SAG,15,C,Y,1040,1,1,95,9.5,43,4.3,2,13.8,27.6,134.8440994,2,,TL,SAG,15,C,Y,1040,1,1,60,6,60,6,2,12,24,116.6380934,2,loose tag,n,2,0,0
1525,TL,SAG,15,C,Y,1041,1,1,104,10.4,67,6.7,2,17.1,34.2,167.8444686,2,,TL,SAG,15,C,Y,1041,1,0,81,8.1,0,0,1,8.1,8.1,34.49049647,2,,n,2,0,0
1526,TL,SAG,15,C,Y,1042,2,2,116,11.6,72,7.2,4,18.8,75.2,361.9086296,4,,TL,SAG,15,C,Y,1042,1,3,114,11.4,137,13.7,4,25.1,100.4,471.8371048,5,,n,2,0,0
1527,TL,SAG,15,C,Y,1044,0,2,87,8.7,65,6.5,2,15.2,30.4,148.90389,2,,TL,SAG,15,C,Y,1044,1,2,32,3.2,83,8.3,3,11.5,34.5,169.3328836,2,,n,2,0,0
1528,TL,SAG,15,C,Y,1047,1,2,145,14.5,58,5.8,3,20.3,60.9,296.3627674,3,,TL,SAG,15,C,Y,1047,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1529,TL,SAG,15,C,Y,1048,2,2,132,13.2,63,6.3,4,19.5,78,374.4744314,4,,TL,SAG,15,C,Y,1048,1,0,126,12.6,0,0,1,12.6,12.6,58.02733747,2,,n,2,0,0
1530,TL,SAG,15,C,Y,1049,1,1,111,11.1,61,6.1,2,17.2,34.4,168.8368574,2,,TL,SAG,15,C,Y,1049,1,0,30,3,0,0,1,3,3,7.5410039,2,,n,2,0,0
1531,TL,SAG,15,C,Y,1063,1,2,126,12.6,25,2.5,3,15.1,45.3,222.2439341,3,,TL,SAG,15,C,Y,1063,1,1,85,8.5,135,13.5,2,22,44,215.9442294,3,,n,2,0,0
1532,TL,SAG,15,C,Y,1087,0,3,101,10.1,98,9.8,3,19.9,59.7,290.7581679,3,,TL,SAG,15,C,Y,1087,1,2,48,4.8,77,7.7,3,12.5,37.5,184.1615476,2,,n,2,0,0
1533,TL,SAG,15,A,Y,7395,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1534,TL,SAG,15,A,Y,7396,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1535,TL,SAG,15,A,Y,7397,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1536,TL,SAG,15,A,Y,7398,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1537,TL,SAG,15,A,Y,7399,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1538,TL,SAG,15,A,Y,7400,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1539,TL,SAG,15,B,Y,7401,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1540,TL,SAG,15,B,Y,7402,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1541,TL,SAG,16,A,N,603,1,2,114,11.4,51,5.1,3,16.5,49.5,242.4673576,3,,TL,SAG,16,A,N,603,1,2,120,12,68,6.8,3,18.8,56.4,275.2622894,3,,n,2,0,0
1542,TL,SAG,16,A,N,606,1,1,84,8.4,27,2.7,2,11.1,22.2,107.4806127,2,,TL,SAG,16,A,N,606,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1543,TL,SAG,16,A,N,607,1,2,93,9.3,56,5.6,3,14.9,44.7,219.3387321,3,,TL,SAG,16,A,N,607,1,2,81,8.1,44,4.4,3,12.5,37.5,184.1615476,2,,n,2,0,0
1544,TL,SAG,16,A,N,610,2,2,143,14.3,113,11.3,4,25.6,102.4,480.2566913,5,,TL,SAG,16,A,N,610,1,1,118,11.8,105,10.5,2,22.3,44.6,218.8541394,3,,n,2,0,0
1545,TL,SAG,16,A,N,612,1,2,177,17.7,99,9.9,3,27.6,82.8,395.8113465,4,,TL,SAG,16,A,N,612,1,2,130,13,65,6.5,3,19.5,58.5,285.1374268,3,,n,2,0,0
1546,TL,SAG,16,A,N,618,1,1,42,4.2,34,3.4,2,7.6,15.2,71.52293839,2,,TL,SAG,16,A,N,618,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1547,TL,SAG,16,A,N,621,1,2,106,10.6,62,6.2,3,16.8,50.4,246.7752228,3,,TL,SAG,16,A,N,621,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1548,TL,SAG,16,A,N,624,2,2,156,15.6,95,9.5,4,25.1,100.4,471.8371048,5,,TL,SAG,16,A,N,624,0,3,145,14.5,119,11.9,3,26.4,79.2,379.8328725,4,,n,3,1,2
1549,TL,SAG,16,A,N,643,0,3,137,13.7,96,9.6,3,23.3,69.9,337.8827521,4,,TL,SAG,16,A,N,643,1,2,92,9.2,62,6.2,3,15.4,46.2,226.5941708,3,,n,2,0,0
1550,TL,SAG,16,A,N,646,0,3,104,10.4,86,8.6,3,19,57,278.0888015,3,,TL,SAG,16,A,N,646,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1551,TL,SAG,16,A,N,656,1,1,141,14.1,51,5.1,2,19.2,38.4,188.5904743,2,,TL,SAG,16,A,N,656,0,2,118,11.8,31,3.1,2,14.9,29.8,145.8984759,2,,n,2,0,0
1552,TL,SAG,16,A,N,658,1,1,107,10.7,42,4.2,2,14.9,29.8,145.8984759,2,,TL,SAG,16,A,N,658,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1553,TL,SAG,16,A,N,660,1,3,152,15.2,121,12.1,4,27.3,109.2,508.5479001,5,,TL,SAG,16,A,N,660,2,3,109,10.9,112,11.2,5,22.1,110.5,513.897496,5,,n,3,1,0
1554,TL,SAG,16,A,N,674,2,1,111,11.1,79,7.9,3,19,57,278.0888015,3,,TL,SAG,16,A,N,674,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1555,TL,SAG,16,A,N,676,1,2,131,13.1,89,8.9,3,22,66,320.0022362,3,,TL,SAG,16,A,N,676,2,1,80,8,39,3.9,3,11.9,35.7,175.2764554,2,,n,2,0,0
1556,TL,SAG,16,B,N,651,0,2,146,14.6,94,9.4,2,24,48,235.2674054,3,,TL,SAG,16,B,N,651,1,1,114,11.4,66,6.6,2,18,36,176.7598262,2,could be 651 - YES,n,2,0,0
1557,TL,SAG,16,B,N,652,1,2,134,13.4,42,4.2,3,17.6,52.8,258.2184741,3,,TL,SAG,16,B,N,652,1,2,150,15,101,10.1,3,25.1,75.3,362.3589215,4,,n,2,0,0
1558,TL,SAG,16,B,N,654,1,2,119,11.9,45,4.5,3,16.4,49.2,241.0293849,3,,TL,SAG,16,B,N,654,1,2,61,6.1,59,5.9,3,12,36,176.7598262,2,1 clipped,n,3,1,0
1559,TL,SAG,16,B,N,655,1,2,139,13.9,77,7.7,3,21.6,64.8,314.4662382,3,,TL,SAG,16,B,N,655,1,3,140,14,88,8.8,4,22.8,91.2,432.5294987,4,,n,3,2,0
1560,TL,SAG,16,B,N,657,1,2,119,11.9,121,12.1,3,24,72,347.440103,4,,TL,SAG,16,B,N,657,1,3,192,19.2,160,16,4,35.2,140.8,633.2178443,5,,n,3,1,0
1561,TL,SAG,16,B,N,659,0,3,154,15.4,99,9.9,3,25.3,75.9,365.058319,4,,TL,SAG,16,B,N,659,1,3,116,11.6,119,11.9,4,23.5,94,444.5931194,4,,n,3,1,0
1562,TL,SAG,16,B,N,661,1,2,149,14.9,98,9.8,3,24.7,74.1,356.9480204,4,,TL,SAG,16,B,N,661,0,2,30,3,21,2.1,2,5.1,10.2,45.50260329,2,,n,3,1,1
1563,TL,SAG,16,B,N,663,1,1,127,12.7,46,4.6,2,17.3,34.6,169.8287978,2,,TL,SAG,16,B,N,663,1,2,88,8.8,83,8.3,3,17.1,51.3,251.0740084,3,,n,2,0,0
1564,TL,SAG,16,B,N,664,1,2,148,14.8,47,4.7,3,19.5,58.5,285.1374268,3,,TL,SAG,16,B,N,664,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1565,TL,SAG,16,B,N,666,1,1,125,12.5,39,3.9,2,16.4,32.8,160.8851925,2,,TL,SAG,16,B,N,666,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1566,TL,SAG,16,B,N,667,1,2,120,12,112,11.2,3,23.2,69.6,336.5133809,4,,TL,SAG,16,B,N,667,1,3,189,18.9,159,15.9,4,34.8,139.2,627.1744677,5,,n,2,0,0
1567,TL,SAG,16,B,N,668,1,2,105,10.5,105,10.5,3,21,63,306.1319759,3,,TL,SAG,16,B,N,668,1,3,179,17.9,147,14.7,4,32.6,130.4,593.422954,5,,n,3,2,1
1568,TL,SAG,16,B,N,669,1,1,143,14.3,74,7.4,2,21.7,43.4,213.030284,3,,TL,SAG,16,B,N,669,1,2,143,14.3,58,5.8,3,20.1,60.3,293.5624853,3,,n,2,0,0
1569,TL,SAG,16,B,N,670,1,2,144,14.4,52,5.2,3,19.6,58.8,286.5441254,3,,TL,SAG,16,B,N,670,1,3,138,13.8,106,10.6,4,24.4,97.6,459.9743566,4,,n,3,1,1
1570,TL,SAG,16,B,N,671,1,2,184,18.4,73,7.3,3,25.7,77.1,370.4450077,4,,TL,SAG,16,B,N,671,1,2,143,14.3,91,9.1,3,23.4,70.2,339.2511145,4,,n,2,0,0
1571,TL,SAG,16,B,N,672,0,2,142,14.2,103,10.3,2,24.5,49,240.0701759,3,,TL,SAG,16,B,N,672,1,2,92,9.2,66,6.6,3,15.8,47.4,232.3803626,3,,n,2,0,1
1572,TL,SAG,16,B,N,675,1,2,129,12.9,28,2.8,3,15.7,47.1,230.9353279,3,,TL,SAG,16,B,N,675,1,2,46,4.6,29,2.9,3,7.5,22.5,109.0093816,2,"1 clipped, 2l total?",n,2,0,0
1573,TL,SAG,16,C,N,600,2,2,97,9.7,89,8.9,4,18.6,74.4,358.302259,4,,TL,SAG,16,C,N,600,2,2,100,10,93,9.3,4,19.3,77.2,370.8931698,4,tag broken 600 in 2016 replaced with #260 in 2017,n,3,2,2
1574,TL,SAG,16,C,N,601,1,2,116,11.6,47,4.7,3,16.3,48.9,239.5904033,3,,TL,SAG,16,C,N,601,2,2,103,10.3,70,7,4,17.3,69.2,334.6859833,4,,n,2,0,1
1575,TL,SAG,16,C,N,602,1,2,91,9.1,37,3.7,3,12.8,38.4,188.5904743,2,,TL,SAG,16,C,N,602,2,1,70,7,68,6.8,3,13.8,41.4,203.2879883,2,,n,2,0,0
1576,TL,SAG,16,C,N,604,1,3,86,8.6,73,7.3,4,15.9,63.6,308.9140987,3,,TL,SAG,16,C,N,604,2,2,92,9.2,81,8.1,4,17.3,69.2,334.6859833,4,,n,3,1,0
1577,TL,SAG,16,C,N,605,2,1,80,8,48,4.8,3,12.8,38.4,188.5904743,2,,TL,SAG,16,C,N,605,1,1,91,9.1,30,3,2,12.1,24.2,117.6533494,2,,n,2,0,0
1578,TL,SAG,16,C,N,608,1,2,87,8.7,29,2.9,3,11.6,34.8,170.8202898,2,,TL,SAG,16,C,N,608,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1579,TL,SAG,16,C,N,609,1,1,88,8.8,46,4.6,2,13.4,26.8,130.8108748,2,,TL,SAG,16,C,N,609,2,1,81,8.1,29,2.9,3,11,33,161.8807199,2,,n,2,0,1
1580,TL,SAG,16,C,N,611,1,2,87,8.7,61,6.1,3,14.8,44.4,217.8846178,3,,TL,SAG,16,C,N,611,2,1,102,10.2,51,5.1,3,15.3,45.9,225.1451008,3,,n,2,0,0
1581,TL,SAG,16,C,N,613,1,3,118,11.8,97,9.7,4,21.5,86,409.8924762,4,,TL,SAG,16,C,N,613,2,2,98,9.8,81,8.1,4,17.9,71.6,345.6234664,4,,n,2,0,2
1582,TL,SAG,16,C,N,614,1,1,69,6.9,54,5.4,2,12.3,24.6,119.6825162,2,,TL,SAG,16,C,N,614,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1583,TL,SAG,16,C,N,622,1,2,101,10.1,46,4.6,3,14.7,44.1,216.4294946,3,,TL,SAG,16,C,N,622,2,2,90,9,69,6.9,4,15.9,63.6,308.9140987,3,,n,2,0,0
1584,TL,SAG,16,C,N,625,1,2,91,9.1,81,8.1,3,17.2,51.6,252.5049192,3,,TL,SAG,16,C,N,625,2,1,116,11.6,85,8.5,3,20.1,60.3,293.5624853,3,,n,2,0,1
1585,TL,SAG,16,C,N,626,1,2,81,8.1,71,7.1,3,15.2,45.6,223.6950218,3,,TL,SAG,16,C,N,626,3,1,76,7.6,74,7.4,4,15,60,292.160831,3,,n,2,0,1
1586,TL,SAG,16,C,N,627,2,0,86,8.6,63,6.3,2,14.9,29.8,145.8984759,2,,TL,SAG,16,C,N,627,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1587,TL,SAG,16,C,N,628,1,3,109,10.9,71,7.1,4,18,72,347.440103,4,,TL,SAG,16,C,N,628,2,2,100,10,96,9.6,4,19.6,78.4,376.2623719,4,,n,3,1,2
1588,TL,SAG,16,C,N,642,1,1,62,6.2,37,3.7,2,9.9,19.8,95.21414313,2,,TL,SAG,16,C,N,642,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1589,TL,SAG,16,C,N,645,1,3,88,8.8,86,8.6,4,17.4,69.6,336.5133809,4,,TL,SAG,16,C,N,645,1,0,10,1,,0,1,1,1,-3.1070113,2,,n,2,0,0
1590,TL,SAG,16,C,N,647,1,1,95,9.5,44,4.4,2,13.9,27.8,135.8512846,2,,TL,SAG,16,C,N,647,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1591,TL,SAG,16,A,N,7403,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1592,TL,SAG,16,A,N,7404,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1593,TL,SAG,16,B,N,7405,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1594,TL,SAG,16,B,N,7406,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1595,TL,SAG,16,B,N,7407,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1596,TL,SAG,16,B,N,7408,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1597,TL,SAG,16,C,N,7409,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1598,TL,SAG,16,C,N,7410,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1599,TL,SAG,16,C,N,7411,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1600,TL,SAG,16,C,N,7412,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1601,TL,SAG,16,C,N,7413,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
1602,TL,SAG,16,C,N,7414,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1603,TL,SAG,16,C,N,7415,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1604,TL,SAG,16,C,N,7416,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1605,TL,SAG,16,C,N,7417,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1606,TL,SAG,16,C,N,7418,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1607,TL,SAG,17,A,N,1053,0,2,138,13.8,93,9.3,2,23.1,46.2,226.5941708,3,,TL,SAG,17,A,N,1053,1,2,102,10.2,43,4.3,3,14.5,43.5,213.5162218,3,,n,2,0,0
1608,TL,SAG,17,A,N,1056,1,2,110,11,95,9.5,3,20.5,61.5,299.159014,3,,TL,SAG,17,A,N,1056,2,2,107,10.7,86,8.6,4,19.3,77.2,370.8931698,4,,n,2,0,0
1609,TL,SAG,17,A,N,1057,1,2,107,10.7,68,6.8,3,17.5,52.5,256.7915986,3,,TL,SAG,17,A,N,1057,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1610,TL,SAG,17,A,N,1061,1,2,110,11,66,6.6,3,17.6,52.8,258.2184741,3,,TL,SAG,17,A,N,1061,1,2,131,13.1,43,4.3,3,17.4,52.2,255.3637143,3,,n,2,0,0
1611,TL,SAG,17,A,N,1065,1,3,95,9.5,85,8.5,4,18,72,347.440103,4,,TL,SAG,17,A,N,1065,2,2,94,9.4,88,8.8,4,18.2,72.8,351.0679957,4,,n,2,0,0
1612,TL,SAG,17,A,N,1066,1,3,102,10.2,82,8.2,4,18.4,73.6,354.6887143,4,,TL,SAG,17,A,N,1066,2,2,100,10,82,8.2,4,18.2,72.8,351.0679957,4,,n,2,0,0
1613,TL,SAG,17,A,N,1068,1,2,102,10.2,66,6.6,3,16.8,50.4,246.7752228,3,,TL,SAG,17,A,N,1068,1,1,63,6.3,37,3.7,2,10,20,96.238815,2,could this be 1068? double-did?,n,2,0,0
1614,TL,SAG,17,A,N,1069,1,2,125,12.5,76,7.6,3,20.1,60.3,293.5624853,3,,TL,SAG,17,A,N,1069,2,0,37,3.7,26,2.6,2,6.3,12.6,58.02733747,2,,n,2,0,1
1615,TL,SAG,17,A,N,1070,1,2,122,12.2,104,10.4,3,22.6,67.8,328.2759678,3,,TL,SAG,17,A,N,1070,1,2,39,3.9,91,9.1,3,13,39,191.5380479,2,damaged,n,2,0,0
1616,TL,SAG,17,A,N,1071,1,3,124,12.4,99,9.9,4,22.3,89.2,423.8588217,4,,TL,SAG,17,A,N,1071,2,2,103,10.3,101,10.1,4,20.4,81.6,390.50133,4,,n,2,0,0
1617,TL,SAG,17,A,N,1073,1,1,103,10.3,89,8.9,2,19.2,38.4,188.5904743,2,,TL,SAG,17,A,N,1073,1,1,95,9.5,46,4.6,2,14.1,28.2,137.8643099,2,loose tag,n,2,0,0
1618,TL,SAG,17,A,N,1078,2,2,104,10.4,100,10,4,20.4,81.6,390.50133,4,,TL,SAG,17,A,N,1078,2,2,98,9.8,84,8.4,4,18.2,72.8,351.0679957,4,,n,2,0,1
1619,TL,SAG,17,A,N,1079,1,2,122,12.2,86,8.6,3,20.8,62.4,303.3458177,3,,TL,SAG,17,A,N,1079,1,3,101,10.1,66,6.6,4,16.7,66.8,323.683934,3,,n,2,0,0
1620,TL,SAG,17,A,N,1082,1,2,106,10.6,46,4.6,3,15.2,45.6,223.6950218,3,,TL,SAG,17,A,N,1082,2,2,117,11.7,73,7.3,4,19,76,365.5078262,4,,n,2,0,0
1621,TL,SAG,17,A,N,1085,1,2,112,11.2,60,6,3,17.2,51.6,252.5049192,3,,TL,SAG,17,A,N,1085,1,2,106,10.6,52,5.2,3,15.8,47.4,232.3803626,3,,n,2,0,0
1622,TL,SAG,17,A,N,1086,1,2,100,10,54,5.4,3,15.4,46.2,226.5941708,3,,TL,SAG,17,A,N,1086,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1623,TL,SAG,17,A,N,1090,1,2,119,11.9,99,9.9,3,21.8,65.4,317.2362549,3,,TL,SAG,17,A,N,1090,1,2,120,12,47,4.7,3,16.7,50.1,245.3402766,3,,n,2,0,0
1624,TL,SAG,17,A,N,1091,2,2,141,14.1,80,8,4,22.1,88.4,420.3779963,4,,TL,SAG,17,A,N,1091,1,2,131,13.1,69,6.9,3,20,60,292.160831,3,,n,2,0,0
1625,TL,SAG,17,B,N,103,1,2,85,8.5,63,6.3,3,14.8,44.4,217.8846178,3,,TL,SAG,17,B,N,103,1,2,51,5.1,50,5,3,10.1,30.3,148.4032679,2,,n,2,0,1
1626,TL,SAG,17,B,N,104,1,2,104,10.4,95,9.5,3,19.9,59.7,290.7581679,3,,TL,SAG,17,B,N,104,2,2,93,9.3,79,7.9,4,17.2,68.8,332.8567922,4,,n,3,1,0
1627,TL,SAG,17,B,N,109,1,3,75,7.5,64,6.4,4,13.9,55.6,271.4873294,3,,TL,SAG,17,B,N,109,1,2,79,7.9,50,5,3,12.9,38.7,190.0647655,2,,n,2,0,0
1628,TL,SAG,17,B,N,112,1,3,87,8.7,76,7.6,4,16.3,65.2,316.3133644,3,,TL,SAG,17,B,N,112,2,1,75,7.5,52,5.2,3,12.7,38.1,187.1151743,2,,n,2,0,0
1629,TL,SAG,17,B,N,115,1,1,56,5.6,20,2,2,7.6,15.2,71.52293839,2,,TL,SAG,17,B,N,115,1,0,14,1.4,,0,1,1.4,1.4,-0.973821252,2,,n,2,0,0
1630,TL,SAG,17,B,N,128,1,3,100,10,52,5.2,4,15.2,60.8,295.8963339,3,,TL,SAG,17,B,N,128,1,2,45,4.5,43,4.3,3,8.8,26.4,128.7915722,2,,n,3,1,2
1631,TL,SAG,17,B,N,131,1,2,135,13.5,75,7.5,3,21,63,306.1319759,3,,TL,SAG,17,B,N,131,2,2,86,8.6,108,10.8,4,19.4,77.6,372.6846974,4,,n,2,0,0
1632,TL,SAG,17,B,N,141,1,2,98,9.8,55,5.5,3,15.3,45.9,225.1451008,3,,TL,SAG,17,B,N,141,2,2,60,6,58,5.8,4,11.8,47.2,231.4171182,3,,n,2,0,0
1633,TL,SAG,17,B,N,157,1,2,80,8,65,6.5,3,14.5,43.5,213.5162218,3,,TL,SAG,17,B,N,157,1,2,55,5.5,56,5.6,3,11.1,33.3,163.3731703,2,loose tag,n,2,0,0
1634,TL,SAG,17,B,N,159,1,1,63,6.3,36,3.6,2,9.9,19.8,95.21414313,2,,TL,SAG,17,B,N,159,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1635,TL,SAG,17,B,N,164,2,2,105,10.5,70,7,4,17.5,70,338.338985,4,,TL,SAG,17,B,N,164,2,2,54,5.4,57,5.7,4,11.1,44.4,217.8846178,3,1 clipped / 4 total,n,2,0,0
1636,TL,SAG,17,B,N,169,0,3,103,10.3,64,6.4,3,16.7,50.1,245.3402766,3,,TL,SAG,17,B,N,169,2,3,93,9.3,66,6.6,5,15.9,79.5,381.1699606,4,1 clipped / 5 total,n,3,1,0
1637,TL,SAG,17,B,N,174,1,2,91,9.1,20,2,3,11.1,33.3,163.3731703,2,,TL,SAG,17,B,N,174,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1638,TL,SAG,17,B,N,181,1,2,65,6.5,59,5.9,3,12.4,37.2,182.683221,2,,TL,SAG,17,B,N,181,2,2,75,7.5,97,9.7,4,17.2,68.8,332.8567922,4,,n,2,0,0
1639,TL,SAG,17,B,N,187,1,2,76,7.6,38,3.8,3,11.4,34.2,167.8444686,2,,TL,SAG,17,B,N,187,1,3,60,6,39,3.9,4,9.9,39.6,194.4815861,2,,n,3,2,0
1640,TL,SAG,17,B,N,249,1,3,95,9.5,80,8,4,17.5,70,338.338985,4,,TL,SAG,17,B,N,249,1,2,86,8.6,49,4.9,3,13.5,40.5,198.889327,2,,n,2,0,0
1641,TL,SAG,17,C,N,617,0,2,62,6.2,49,4.9,2,11.1,22.2,107.4806127,2,,TL,SAG,17,C,N,617,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1642,TL,SAG,17,C,N,619,0,2,73,7.3,75,7.5,2,14.8,29.6,144.8957745,2,,TL,SAG,17,C,N,619,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1643,TL,SAG,17,C,N,620,1,1,65,6.5,19,1.9,2,8.4,16.8,79.79025999,2,,TL,SAG,17,C,N,620,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1644,TL,SAG,17,C,N,623,1,2,113,11.3,50,5,3,16.3,48.9,239.5904033,3,,TL,SAG,17,C,N,623,1,1,78,7.8,66,6.6,2,14.4,28.8,140.880485,2,loose tag,n,2,0,0
1645,TL,SAG,17,C,N,641,1,2,101,10.1,66,6.6,3,16.7,50.1,245.3402766,3,,TL,SAG,17,C,N,641,2,3,85,8.5,93,9.3,5,17.8,89,422.9892879,4,,n,3,1,0
1646,TL,SAG,17,C,N,644,1,2,91,9.1,58,5.8,3,14.9,44.7,219.3387321,3,,TL,SAG,17,C,N,644,1,3,97,9.7,62,6.2,4,15.9,63.6,308.9140987,3,,n,2,0,0
1647,TL,SAG,17,C,N,648,1,2,108,10.8,100,10,3,20.8,62.4,303.3458177,3,,TL,SAG,17,C,N,648,1,2,71,7.1,75,7.5,3,14.6,43.8,214.9733627,3,,n,3,1,1
1648,TL,SAG,17,C,N,1054,1,2,78,7.8,65,6.5,3,14.3,42.9,210.5989136,3,,TL,SAG,17,C,N,1054,2,3,87,8.7,63,6.3,5,15,75,361.0077095,4,,n,2,0,0
1649,TL,SAG,17,C,N,1055,1,3,72,7.2,64,6.4,4,13.6,54.4,265.8114382,3,,TL,SAG,17,C,N,1055,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1650,TL,SAG,17,C,N,1059,1,2,98,9.8,95,9.5,3,19.3,57.9,282.3210032,3,,TL,SAG,17,C,N,1059,2,2,80,8,84,8.4,4,16.4,65.6,318.158697,3,,n,2,0,0
1651,TL,SAG,17,C,N,1062,1,2,88,8.8,56,5.6,3,14.4,43.2,212.0580722,3,,TL,SAG,17,C,N,1062,1,1,70,7,31,3.1,2,10.1,20.2,97.26303849,2,,n,2,0,1
1652,TL,SAG,17,C,N,1080,1,2,61,6.1,50,5,3,11.1,33.3,163.3731703,2,,TL,SAG,17,C,N,1080,1,2,40,4,17,1.7,3,5.7,17.1,81.33718811,2,,n,2,0,1
1653,TL,SAG,17,C,N,1083,0,2,79,7.9,13,1.3,2,9.2,18.4,88.02888553,2,,TL,SAG,17,C,N,1083,1,3,79,7.9,41,4.1,4,12,48,235.2674054,3,,n,2,0,0
1654,TL,SAG,17,C,N,1097,1,2,100,10,50,5,3,15,45,220.7918375,3,,TL,SAG,17,C,N,1097,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
